timestamp,packet_number,packet_len,errors,ber,avg_ber
1743933050.3646998,103,608,212,0.348684,0.208016
1743933050.4242501,104,608,210,0.345395,0.209588
1743933050.4825602,105,608,225,0.370066,0.211403
1743933050.541621,106,608,218,0.358553,0.213048
1743933050.600168,107,608,236,0.388158,0.214985
1743933050.6584146,108,608,213,0.350329,0.216465
1743933050.7164483,109,608,232,0.381579,0.218252
1743933050.7704535,110,608,212,0.348684,0.219648
1743933050.82925,111,608,209,0.343750,0.220962
1743933050.8877556,112,608,220,0.361842,0.222439
1743933050.9470677,113,608,232,0.381579,0.224089
1743933051.0049849,114,608,218,0.358553,0.225469
1743933051.0640385,115,608,232,0.381579,0.227055
1743933051.1220856,116,608,211,0.347039,0.228262
1743933051.180599,117,608,227,0.373355,0.229707
1743933051.240053,118,608,207,0.340461,0.230799
1743933051.298236,119,608,221,0.363487,0.232095
1743933051.3572245,120,608,223,0.366776,0.233397
1743933051.4155087,121,608,227,0.373355,0.234737
1743933051.4694486,122,608,235,0.386513,0.236177
1743933051.527797,123,608,237,0.389803,0.237621
1743933051.5862265,124,608,215,0.353618,0.238700
1743933051.6449597,125,608,29,0.047697,0.236939
1743933051.7033486,126,608,213,0.350329,0.237975
1743933051.7621145,127,608,233,0.383224,0.239290
1743933051.8206434,128,608,216,0.355263,0.240331
1743933051.879779,129,608,242,0.398026,0.241734
1743933051.9385645,130,608,206,0.338816,0.242590
1743933051.9966915,131,608,223,0.366776,0.243675
1743933052.0552216,132,608,233,0.383224,0.244884
1743933052.1139565,133,608,224,0.368421,0.245945
1743933052.172865,134,608,204,0.335526,0.246708
1743933052.2267928,135,608,212,0.348684,0.247569
1743933052.2849035,136,608,210,0.345395,0.248389
1743933052.3434942,137,608,225,0.370066,0.249399
1743933052.4019907,138,608,218,0.358553,0.250298
1743933052.4604125,139,608,236,0.388158,0.251424
1743933052.519465,140,608,213,0.350329,0.252225
1743933052.578083,141,608,232,0.381579,0.253265
1743933052.6376774,142,608,212,0.348684,0.254026
1743933052.6964426,143,608,209,0.343750,0.254736
1743933052.754417,144,608,220,0.361842,0.255576
1743933052.8126273,145,608,232,0.381579,0.256557
1743933052.8714767,146,608,218,0.358553,0.257345
1743933052.9298792,147,608,232,0.381579,0.258298
1743933052.9832451,148,608,211,0.347039,0.258973
1743933053.0418215,149,608,227,0.373355,0.259837
1743933053.1007872,150,608,207,0.340461,0.260441
1743933053.159182,151,608,221,0.363487,0.261208
1743933053.2174954,152,608,223,0.366776,0.261987
1743933053.2770705,153,608,227,0.373355,0.262804
1743933053.3350852,154,608,235,0.386513,0.263704
1743933053.3946705,155,608,237,0.389803,0.264615
1743933053.4525256,156,608,215,0.353618,0.265253
1743933053.5110521,157,608,29,0.047697,0.263704
1743933053.5701733,158,608,213,0.350329,0.264317
1743933053.628555,159,608,233,0.383224,0.265152
1743933053.6871166,160,608,216,0.355263,0.265780
1743933053.7410529,161,608,242,0.398026,0.266696
1743933053.799191,162,608,206,0.338816,0.267191
